Ngày,NhietDoMax,NhietDoMin,NhietDoTB,NhietDoCamNhanMax,NhietDoCamNhanMin,NhietoCamNhan,SuongMu,DoAm,GioGiat,VanTocGio,HuongGio,MucNuocBien,MayChePhu,TamNhin,BucXa,NangLuongMayTroi,ChiSoUV,MatTrang,TinhTrang,MoTa,Mua/KhngMua
16/05/20,35.6,25.4,30.6,41.9,25.4,37.0,25.5,76.0,20.9,14.0,162.1,1005.2,57.2,9.4,246.4,21.3,9,0.79,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
17/05/20,35.6,29.0,31.2,40.6,34.5,37.0,24.4,68.7,18.0,18.9,200.5,1005.4,47.5,10.3,163.5,14.3,7,0.82,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
18/05/20,36.6,28.4,31.8,40.8,34.4,38.2,24.7,68.0,25.9,22.0,202.7,1005.3,49.8,10.3,284.7,24.6,10,0.85,3,Partly cloudy throughout the day with rain.,rain
19/05/20,37.2,26.4,30.5,41.8,26.4,35.8,24.5,73.1,72.4,26.6,208.1,1005.7,55.7,9.8,276.9,23.7,10,0.88,3,Partly cloudy throughout the day with late afternoon rain.,rain
20/05/20,33.0,27.0,28.9,43.1,30.9,35.4,26.1,85.0,24.5,16.2,196.6,1006.8,55.3,9.7,212.0,18.2,7,0.92,3,Partly cloudy throughout the day with rain.,rain
21/05/20,36.0,26.4,31.0,42.4,26.4,37.3,25.2,73.2,32.0,17.6,234.8,1006.9,51.9,10.1,261.5,22.4,8,0.95,3,Partly cloudy throughout the day with morning rain.,rain
22/05/20,35.6,28.4,30.7,43.3,34.2,38.4,26.0,76.9,25.6,14.0,199.5,1006.4,53.8,9.8,277.0,23.9,9,0.98,3,Partly cloudy throughout the day with late afternoon rain.,rain
23/05/20,33.0,27.1,29.7,41.2,30.8,36.8,26.0,81.4,31.0,16.9,212.9,1007.8,54.3,9.4,221.4,19.1,8,0.0,3,Partly cloudy throughout the day with afternoon rain.,rain
24/05/20,34.9,26.6,30.0,41.1,26.6,35.1,24.8,75.7,33.1,22.3,203.2,1009.2,54.6,9.7,224.3,19.3,8,0.05,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
25/05/20,35.0,26.0,28.5,40.6,26.0,32.8,25.5,85.8,25.6,22.3,181.6,1010.4,52.7,8.7,236.4,20.4,9,0.09,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
26/05/20,36.0,26.0,31.1,44.0,26.0,36.9,25.0,72.7,27.0,17.1,226.6,1009.8,44.8,9.2,274.1,23.6,9,0.12,2,Partly cloudy throughout the day.,notrain
27/05/20,35.4,24.4,30.0,41.8,24.4,35.3,24.9,76.6,26.6,22.8,257.4,1009.4,52.4,9.3,262.2,22.6,8,0.16,3,Partly cloudy throughout the day with rain.,rain
28/05/20,34.0,27.0,29.0,43.2,31.2,35.2,26.0,84.5,23.0,16.2,192.8,1009.2,63.5,8.7,207.4,17.9,8,0.19,3,Partly cloudy throughout the day with early morning rain.,rain
29/05/20,34.4,26.3,29.3,41.3,26.3,34.8,25.6,82.4,29.9,18.1,175.9,1009.7,56.7,9.7,222.2,19.2,8,0.23,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
30/05/20,34.0,25.2,28.0,40.6,25.2,30.8,25.5,88.4,33.5,9.7,41.1,1010.6,52.7,8.9,221.2,18.9,8,0.25,3,Partly cloudy throughout the day with rain.,rain
31/05/20,33.4,26.0,29.5,41.7,26.0,34.5,25.5,80.4,29.2,13.4,141.0,1010.5,43.7,9.3,240.6,20.7,8,0.3,3,Partly cloudy throughout the day with afternoon rain.,rain
6/1/2020,35.0,24.4,29.6,43.3,24.4,34.7,24.8,77.0,37.1,19.2,240.4,1010.0,60.1,9.4,269.5,23.2,9,0.34,3,Partly cloudy throughout the day with rain.,rain
6/2/2020,33.0,24.0,27.5,40.0,24.0,30.2,24.4,84.3,20.9,23.7,105.7,1009.6,55.8,9.2,216.3,18.8,8,0.37,3,Partly cloudy throughout the day with rain.,rain
6/3/2020,34.6,25.9,28.4,39.4,25.9,31.1,24.7,82.8,23.0,20.5,192.6,1008.1,50.9,9.2,263.1,22.8,9,0.41,3,Becoming cloudy in the afternoon with rain.,rain
6/4/2020,33.0,25.0,27.7,39.2,25.0,30.5,25.3,87.8,28.1,16.1,267.0,1008.5,54.0,9.1,201.0,17.2,8,0.44,3,Partly cloudy throughout the day with late afternoon rain.,rain
6/5/2020,33.5,25.0,28.4,39.4,25.0,32.1,24.9,82.6,26.6,13.6,220.9,1008.6,51.7,8.5,236.6,20.2,8,0.48,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
6/6/2020,32.0,26.0,28.6,39.7,26.0,33.8,25.4,83.6,29.2,14.4,241.4,1008.4,50.9,10.0,207.5,17.8,8,0.5,3,Partly cloudy throughout the day with late afternoon rain.,rain
6/7/2020,35.4,26.6,30.1,40.2,26.6,34.9,24.5,74.4,25.9,17.8,242.9,1007.5,47.3,9.5,275.0,23.6,9,0.55,3,Partly cloudy throughout the day with late afternoon rain.,rain
6/8/2020,35.0,26.0,30.7,41.3,26.0,36.4,24.9,73.3,22.3,17.6,252.5,1006.9,46.6,10.2,236.3,20.4,8,0.58,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
6/9/2020,34.0,24.8,29.7,40.1,24.8,35.2,25.0,77.3,22.7,17.1,239.1,1007.2,52.7,9.9,225.5,19.6,9,0.61,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
6/10/2020,32.0,25.0,27.4,39.5,25.0,30.4,25.3,88.9,29.2,23.4,228.0,1008.0,63.7,8.2,178.7,15.4,6,0.64,3,Partly cloudy throughout the day with late afternoon rain.,rain
6/11/2020,32.3,25.0,28.8,40.1,25.0,33.0,25.0,81.4,28.8,13.7,275.3,1006.7,60.3,8.6,172.8,15.0,8,0.67,3,Partly cloudy throughout the day with early morning rain.,rain
6/12/2020,33.6,25.0,29.7,39.5,25.0,34.4,24.8,76.6,26.6,20.0,257.4,1004.7,49.8,9.9,244.3,21.1,8,0.71,3,Partly cloudy throughout the day with rain.,rain
13/06/20,35.0,25.0,28.4,42.3,25.0,32.0,25.0,83.7,53.6,24.2,262.9,1004.8,59.9,9.2,137.4,11.8,5,0.75,3,Partly cloudy throughout the day with late afternoon rain.,rain
14/06/20,31.4,25.4,26.9,39.7,25.4,28.5,25.4,91.8,32.4,15.8,206.5,1007.3,60.3,8.6,121.0,10.4,5,0.77,3,Partly cloudy throughout the day with rain.,rain
15/06/20,32.6,25.0,27.5,39.2,25.0,30.7,25.4,89.2,31.0,15.9,185.6,1009.1,59.0,8.4,192.1,16.5,6,0.8,3,Partly cloudy throughout the day with rain.,rain
16/06/20,33.4,24.0,28.1,40.6,24.0,31.2,25.4,86.7,68.4,24.2,143.8,1008.8,61.0,8.5,157.3,13.5,6,0.84,3,Partly cloudy throughout the day with rain.,rain
17/06/20,33.9,25.0,27.7,40.1,25.0,31.2,25.4,88.2,23.0,22.0,314.6,1008.4,48.8,8.0,262.4,22.9,9,0.87,3,Partly cloudy throughout the day with early morning rain.,rain
18/06/20,34.5,26.0,30.0,40.8,26.0,34.3,24.5,74.7,28.1,15.8,330.6,1007.8,44.8,9.7,215.8,18.6,7,0.9,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
19/06/20,34.0,27.0,29.8,40.0,31.2,35.9,25.4,78.1,21.2,12.5,244.3,1007.5,54.0,9.4,231.5,20.1,7,0.93,3,Partly cloudy throughout the day with afternoon rain.,rain
20/06/20,34.1,26.0,29.7,41.5,26.0,35.4,25.3,78.3,19.4,14.7,204.5,1007.4,64.8,9.6,205.6,17.7,7,0.97,3,Partly cloudy throughout the day with morning rain.,rain
21/06/20,32.2,25.5,27.5,40.9,25.5,30.9,25.5,89.5,30.2,23.5,308.3,1006.5,61.5,9.1,193.2,16.7,7,0.0,3,Partly cloudy throughout the day with rain.,rain
22/06/20,34.0,25.0,28.9,39.5,25.0,32.6,24.6,79.7,25.2,20.3,195.2,1006.5,54.5,9.6,234.2,20.2,7,0.03,3,Partly cloudy throughout the day with rain.,rain
23/06/20,35.0,26.0,30.2,41.3,26.0,35.3,24.6,73.8,20.2,11.2,238.5,1007.2,58.0,9.7,255.3,22.2,8,0.07,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
24/06/20,34.5,24.6,29.2,41.4,24.6,34.1,24.8,78.5,19.4,19.6,266.6,1007.4,53.3,9.3,244.2,21.2,8,0.11,3,Partly cloudy throughout the day with rain.,rain
25/06/20,31.1,25.0,26.9,39.3,25.0,29.4,25.3,91.4,24.8,16.1,253.5,1007.3,57.1,7.8,173.0,14.8,7,0.14,3,Partly cloudy throughout the day with rain.,rain
26/06/20,33.5,25.0,28.0,39.1,25.0,31.0,24.6,82.9,27.0,15.5,251.7,1007.5,55.5,8.1,230.9,19.8,8,0.18,3,Partly cloudy throughout the day with rain.,rain
27/06/20,33.0,25.0,28.8,39.8,25.0,32.6,24.4,78.3,25.6,16.9,227.8,1007.3,57.0,9.6,198.9,17.1,7,0.21,3,Partly cloudy throughout the day with rain.,rain
28/06/20,32.0,25.0,27.4,38.4,25.0,30.7,24.8,86.3,34.6,23.8,229.5,1007.5,63.5,8.7,212.9,18.4,8,0.25,3,Partly cloudy throughout the day with rain.,rain
29/06/20,30.0,24.4,26.0,37.4,24.4,26.9,24.5,91.8,57.6,28.2,238.4,1008.0,62.6,8.6,123.7,10.8,5,0.28,3,Partly cloudy throughout the day with rain.,rain
30/06/20,31.0,25.0,26.9,39.1,25.0,29.5,25.0,89.7,32.4,17.8,253.8,1007.6,57.0,7.8,76.6,6.6,4,0.32,3,Partly cloudy throughout the day with late afternoon rain.,rain
7/1/2020,32.0,25.0,27.7,38.6,25.0,30.8,24.8,85.1,63.0,19.2,257.7,1006.6,51.5,8.1,200.1,17.2,9,0.36,3,Partly cloudy throughout the day with late afternoon rain.,rain
7/2/2020,32.4,24.4,28.0,39.2,24.4,31.2,24.4,82.2,38.2,25.0,245.3,1006.1,57.2,9.8,229.1,19.8,8,0.39,3,Partly cloudy throughout the day with late afternoon rain.,rain
7/3/2020,29.4,25.0,27.1,35.2,25.0,29.8,24.5,85.9,31.3,18.9,225.4,1008.1,58.4,9.4,123.7,10.5,5,0.43,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
7/4/2020,32.2,26.0,28.7,37.7,26.0,31.3,23.5,75.1,34.2,13.0,275.5,1008.4,47.8,9.6,209.3,18.1,7,0.46,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
7/5/2020,32.6,24.8,28.0,39.3,24.8,31.4,25.0,84.9,31.7,12.2,245.1,1006.4,54.9,9.2,220.8,19.1,8,0.5,3,Partly cloudy throughout the day with rain.,rain
7/6/2020,30.0,26.0,28.0,37.6,26.0,32.8,25.4,86.0,25.9,13.0,166.4,1006.4,50.4,9.3,169.6,14.8,6,0.53,3,Partly cloudy throughout the day with rain.,rain
7/7/2020,33.0,27.0,29.6,40.0,31.1,35.3,25.3,78.6,30.2,17.3,158.1,1008.4,54.1,9.7,223.3,19.3,7,0.56,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
7/8/2020,31.4,23.6,27.0,38.0,23.6,29.2,25.0,89.5,33.5,19.2,193.1,1008.5,50.8,8.1,163.9,14.1,6,0.6,3,Partly cloudy throughout the day with afternoon rain.,rain
7/9/2020,34.0,24.4,29.1,39.8,24.4,33.1,24.3,77.1,19.1,18.4,249.9,1006.5,45.4,8.5,249.0,21.5,8,0.63,3,Partly cloudy throughout the day with rain.,rain
7/10/2020,33.4,27.0,29.0,39.4,30.7,34.1,25.0,80.1,30.2,18.4,226.6,1007.2,50.9,10.3,227.4,19.5,8,0.66,3,Partly cloudy throughout the day with rain.,rain
7/11/2020,33.9,26.0,29.3,39.9,26.0,33.7,24.9,78.6,32.8,17.6,197.7,1007.1,58.5,9.6,221.8,19.1,8,0.69,3,Partly cloudy throughout the day with rain.,rain
7/12/2020,33.6,25.1,28.5,38.8,25.1,31.5,24.4,80.1,23.4,14.4,241.8,1006.6,57.1,10.3,258.7,22.4,9,0.73,3,Partly cloudy throughout the day with afternoon rain.,rain
13/07/20,31.6,25.0,27.3,39.1,25.0,30.5,25.4,89.7,24.1,27.7,234.5,1007.0,58.9,9.2,146.7,12.6,7,0.75,3,Partly cloudy throughout the day with rain.,rain
14/07/20,35.4,24.6,29.5,41.4,24.6,33.1,24.6,77.9,27.0,20.7,348.6,1006.7,51.0,9.1,229.1,19.9,8,0.79,3,Partly cloudy throughout the day with rain.,rain
15/07/20,32.4,24.0,28.6,39.2,24.0,32.9,24.8,81.3,22.3,16.6,262.8,1006.4,54.2,9.4,207.5,18.1,8,0.82,3,Partly cloudy throughout the day with early morning rain.,rain
16/07/20,32.6,27.9,29.6,40.0,33.0,35.8,25.5,79.1,27.7,17.0,194.2,1006.4,48.2,10.1,229.6,19.9,8,0.85,3,Partly cloudy throughout the day with afternoon rain.,rain
17/07/20,34.1,26.0,30.0,40.7,26.0,35.1,24.9,75.5,22.7,14.0,161.5,1007.2,50.6,9.4,244.9,21.1,9,0.89,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
18/07/20,31.8,26.0,28.3,38.6,26.0,32.6,25.2,84.2,26.3,16.5,311.8,1008.0,47.2,8.9,239.6,20.6,8,0.92,3,Partly cloudy throughout the day with late afternoon rain.,rain
19/07/20,34.0,25.0,29.4,40.6,25.0,34.2,25.3,79.9,21.2,11.5,201.5,1007.0,49.1,8.2,254.1,22.0,9,0.95,3,Partly cloudy throughout the day with rain.,rain
20/07/20,32.3,24.8,28.1,39.6,24.8,31.8,25.6,87.2,22.3,17.2,183.0,1007.3,63.3,8.8,239.3,20.6,9,0.98,3,Partly cloudy throughout the day with rain.,rain
21/07/20,31.6,25.0,28.1,39.4,25.0,31.8,25.0,84.1,23.0,10.8,120.0,1007.9,51.8,8.8,173.3,15.0,6,0.0,3,Partly cloudy throughout the day with rain.,rain
22/07/20,34.0,25.6,29.8,40.6,25.6,34.3,24.8,76.3,16.9,13.0,169.7,1007.4,51.0,9.8,252.3,21.8,8,0.05,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
23/07/20,33.2,23.4,28.3,39.1,23.4,32.2,24.7,82.0,46.4,18.4,196.1,1007.9,59.8,9.5,246.3,21.3,8,0.09,3,Partly cloudy throughout the day with late afternoon rain.,rain
24/07/20,33.0,24.4,26.9,39.1,24.4,28.8,24.6,88.5,20.2,14.4,346.7,1008.1,59.2,9.1,181.6,15.6,6,0.12,3,Partly cloudy throughout the day with rain.,rain
25/07/20,33.0,25.0,28.6,40.0,25.0,32.6,24.9,81.6,22.7,14.4,178.8,1007.6,55.6,8.0,245.4,21.3,8,0.16,3,Partly cloudy throughout the day with early morning rain.,rain
26/07/20,32.6,26.0,29.0,38.7,26.0,32.8,25.0,80.5,23.4,12.6,205.5,1007.2,47.6,9.5,236.2,20.6,8,0.2,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
27/07/20,34.3,26.1,29.9,39.8,26.1,35.0,24.8,75.8,23.0,16.2,200.2,1006.7,49.3,9.9,266.0,23.0,9,0.25,3,Partly cloudy throughout the day with rain.,rain
28/07/20,32.6,25.6,28.9,39.9,25.6,33.7,25.3,82.0,27.0,18.9,251.8,1007.0,48.9,9.6,235.4,20.3,8,0.27,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
29/07/20,34.0,24.0,28.6,42.3,24.0,32.8,24.6,80.2,27.7,23.9,296.1,1006.6,59.0,9.5,217.3,18.9,8,0.3,3,Partly cloudy throughout the day with rain.,rain
30/07/20,33.0,25.0,29.0,40.6,25.0,33.5,24.9,79.7,36.7,22.3,298.1,1005.5,47.8,9.8,198.8,17.3,7,0.34,3,Partly cloudy throughout the day with early morning rain.,rain
31/07/20,32.9,24.4,28.5,40.3,24.4,33.0,25.4,84.3,37.4,27.0,266.3,1004.3,60.6,9.5,134.2,11.7,7,0.38,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
8/1/2020,31.0,26.0,27.2,38.8,26.0,29.6,25.0,88.0,50.0,37.5,242.6,1004.4,76.9,9.7,126.4,11.0,5,0.41,3,Partly cloudy throughout the day with rain.,rain
8/2/2020,29.0,24.9,25.7,34.5,24.9,26.2,24.5,93.3,59.4,24.5,232.2,1005.0,72.8,8.7,198.5,17.3,8,0.45,3,Partly cloudy throughout the day with rain.,rain
8/3/2020,28.0,24.0,26.3,32.7,24.0,28.3,24.9,92.0,52.6,24.5,234.3,1005.4,60.5,9.4,142.9,12.4,7,0.5,3,Partly cloudy throughout the day with rain.,rain
8/4/2020,32.5,26.0,28.2,39.7,26.0,31.4,24.7,82.5,46.1,25.5,250.2,1005.1,54.5,10.0,169.6,14.6,8,0.52,3,Partly cloudy throughout the day with early morning rain.,rain
8/5/2020,32.6,23.0,27.2,40.6,23.0,30.0,24.8,87.4,46.4,21.8,281.5,1006.3,56.0,8.7,202.6,17.4,8,0.55,3,Partly cloudy throughout the day with rain.,rain
8/6/2020,31.0,23.1,26.5,37.7,23.1,29.1,24.5,90.0,26.3,20.7,275.2,1006.9,67.5,8.7,129.5,11.0,5,0.58,3,Partly cloudy throughout the day with rain.,rain
8/7/2020,32.0,24.0,27.2,37.9,24.0,30.2,24.2,84.8,27.4,14.8,285.4,1006.3,63.0,9.6,135.1,11.4,7,0.61,3,Partly cloudy throughout the day with early morning rain.,rain
8/8/2020,31.0,25.2,27.1,37.1,25.2,29.4,25.4,90.7,36.7,19.2,260.8,1006.4,59.9,8.5,196.5,16.9,8,0.65,3,Partly cloudy throughout the day with afternoon rain.,rain
8/9/2020,32.4,25.0,26.9,39.0,25.0,28.5,24.8,89.0,42.5,17.0,251.5,1006.7,49.0,9.2,186.0,16.1,8,0.68,3,Partly cloudy throughout the day with rain.,rain
8/10/2020,31.0,24.0,27.1,37.7,24.0,30.0,24.8,87.8,55.4,25.8,249.9,1007.9,52.7,9.9,149.1,12.8,6,0.71,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
8/11/2020,33.3,26.9,29.7,40.1,30.5,35.1,24.9,76.6,36.4,26.1,256.4,1007.5,51.2,10.3,200.7,17.3,8,0.75,3,Partly cloudy throughout the day with rain.,rain
8/12/2020,31.3,26.0,28.0,39.1,26.0,32.8,25.8,88.3,32.8,17.3,226.0,1008.4,60.4,9.0,185.5,15.9,7,0.78,3,Partly cloudy throughout the day with late afternoon rain.,rain
13/08/20,31.0,25.4,27.1,37.7,25.4,29.3,25.3,90.7,24.5,21.3,216.1,1008.9,55.6,9.6,144.2,12.4,7,0.81,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
14/08/20,32.4,24.9,27.7,39.7,24.9,30.4,24.6,84.9,26.6,14.1,237.3,1008.5,56.2,8.9,157.0,13.5,5,0.84,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
15/08/20,32.0,24.0,27.4,39.2,24.0,30.6,24.4,84.4,25.9,15.5,324.2,1007.8,49.6,9.4,212.3,18.4,8,0.87,3,Partly cloudy throughout the day with early morning rain.,rain
16/08/20,34.0,25.0,28.7,39.2,25.0,32.1,24.4,79.2,23.0,17.3,280.0,1007.4,50.3,9.3,260.4,22.5,9,0.91,3,Partly cloudy throughout the day with late afternoon rain.,rain
17/08/20,33.0,25.0,28.8,39.6,25.0,32.7,24.5,78.7,26.3,17.3,274.6,1006.8,47.3,9.9,226.0,19.5,9,0.94,3,Partly cloudy throughout the day with early morning rain.,rain
18/08/20,33.9,26.0,29.2,40.4,26.0,33.0,24.4,76.8,27.7,16.6,268.5,1006.2,59.2,9.9,231.4,19.9,8,0.97,3,Partly cloudy throughout the day with rain.,rain
19/08/20,32.1,25.0,27.7,40.1,25.0,31.0,25.0,86.0,34.9,17.6,267.3,1006.6,65.7,9.3,212.7,18.4,8,0.0,3,Partly cloudy throughout the day with rain.,rain
20/08/20,33.0,25.0,28.3,39.1,25.0,31.9,24.4,80.5,25.6,14.8,290.0,1007.0,57.5,9.3,215.2,18.5,8,0.04,3,Partly cloudy throughout the day with early morning rain.,rain
21/08/20,34.0,26.4,29.7,41.6,26.4,34.8,24.8,75.6,24.8,16.0,255.2,1007.8,49.2,9.9,262.3,22.7,8,0.07,3,Partly cloudy throughout the day with early morning rain.,rain
22/08/20,34.0,27.0,29.6,39.8,30.6,34.9,24.9,77.4,27.0,18.4,237.9,1008.4,52.1,9.9,268.5,23.0,9,0.11,3,Partly cloudy throughout the day with late afternoon rain.,rain
23/08/20,34.0,27.4,29.7,40.0,31.5,35.0,24.7,76.1,28.8,17.2,227.9,1009.0,47.8,10.1,249.9,21.5,9,0.15,3,Partly cloudy throughout the day with rain.,rain
24/08/20,33.6,26.0,29.0,40.6,26.0,33.4,25.0,80.7,24.8,13.0,249.9,1008.8,55.7,9.2,248.9,21.4,8,0.18,3,Partly cloudy throughout the day with late afternoon rain.,rain
25/08/20,35.0,26.1,30.2,41.9,26.1,35.6,25.3,76.9,21.6,16.9,248.3,1007.8,50.8,9.5,259.9,22.4,8,0.22,3,Partly cloudy throughout the day with rain.,rain
26/08/20,35.0,27.0,30.5,42.6,31.0,37.2,25.7,77.1,28.8,20.0,251.0,1006.9,54.2,10.3,275.2,23.7,9,0.25,3,Partly cloudy throughout the day with late afternoon rain.,rain
27/08/20,34.0,27.0,30.5,40.6,31.2,36.6,25.1,74.3,36.7,22.0,254.1,1005.8,46.0,10.4,254.4,22.0,9,0.29,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
28/08/20,34.6,27.0,30.2,41.5,30.6,36.0,25.0,75.5,31.0,23.1,250.2,1005.3,51.0,10.7,250.7,21.7,9,0.32,3,Partly cloudy throughout the day with rain.,rain
29/08/20,34.0,27.0,29.9,42.2,31.0,36.2,25.5,79.0,51.8,19.6,239.3,1005.4,51.6,10.1,245.1,21.2,8,0.36,3,Partly cloudy throughout the day with rain.,rain
30/08/20,34.1,26.9,29.0,42.1,30.2,34.3,25.1,80.4,31.3,17.1,231.0,1005.7,52.2,10.3,245.6,21.3,8,0.39,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
31/08/20,34.8,26.0,28.7,41.7,26.0,32.6,24.6,79.8,27.4,22.9,234.7,1006.4,50.3,10.0,262.2,22.6,9,0.43,3,Partly cloudy throughout the day with late afternoon rain.,rain
9/1/2020,31.9,25.0,27.5,39.6,25.0,30.6,25.4,89.0,29.5,24.9,276.0,1007.0,55.5,8.3,231.3,20.0,9,0.46,3,Partly cloudy throughout the day with late afternoon rain.,rain
9/2/2020,34.0,25.0,28.6,41.1,25.0,32.3,25.2,83.9,26.6,19.6,283.4,1007.4,65.2,9.0,220.1,18.9,7,0.5,3,Partly cloudy throughout the day with late afternoon rain.,rain
9/3/2020,33.1,25.4,29.4,40.6,25.4,33.9,25.1,79.2,22.3,13.0,288.7,1007.4,60.6,9.9,261.2,22.4,9,0.53,3,Partly cloudy throughout the day with early morning rain.,rain
9/4/2020,34.0,25.0,29.1,41.5,25.0,34.2,25.3,81.2,26.6,20.3,193.3,1007.5,56.5,9.5,214.2,18.5,8,0.57,3,Partly cloudy throughout the day with morning rain.,rain
9/5/2020,32.6,25.4,28.5,39.7,25.4,33.1,25.4,83.9,50.0,22.2,220.1,1007.0,55.2,9.1,265.4,22.9,9,0.6,3,Partly cloudy throughout the day with rain.,rain
9/6/2020,34.2,24.6,28.4,41.3,24.6,31.9,25.3,85.0,26.6,14.7,289.0,1007.2,60.0,8.8,251.6,21.7,9,0.63,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
9/7/2020,34.0,24.1,28.6,40.6,24.1,32.6,24.7,81.4,25.9,19.3,273.0,1007.4,43.2,9.9,238.6,20.6,9,0.66,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
9/8/2020,33.0,26.0,29.4,40.6,26.0,34.7,25.7,81.5,20.2,14.7,245.9,1008.3,42.7,10.0,222.6,19.2,8,0.7,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
9/9/2020,33.4,27.0,28.7,40.7,31.2,34.4,25.7,84.7,23.0,18.2,228.7,1007.9,51.9,9.1,197.0,16.8,7,0.73,3,Partly cloudy throughout the day with rain.,rain
9/10/2020,33.6,24.8,28.3,40.0,24.8,31.7,25.3,85.2,59.4,21.0,274.9,1006.4,56.9,8.9,231.1,20.0,8,0.75,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
9/11/2020,32.6,25.0,28.1,40.6,25.0,31.8,25.4,86.5,26.3,13.6,314.1,1007.5,59.7,8.1,244.7,21.1,9,0.79,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
9/12/2020,34.0,25.6,28.5,41.5,25.6,32.1,25.3,84.0,19.4,20.2,286.9,1008.9,58.2,8.8,252.2,21.8,8,0.83,3,Partly cloudy throughout the day with late afternoon rain.,rain
13/09/20,32.0,25.0,26.7,39.1,25.0,28.7,25.1,91.3,33.5,22.2,269.5,1009.1,64.6,8.3,193.5,16.7,8,0.86,3,Partly cloudy throughout the day with rain.,rain
14/09/20,29.6,24.4,26.3,36.7,24.4,28.3,25.2,93.7,20.9,18.4,300.0,1008.6,59.1,7.0,80.0,6.8,4,0.89,3,Partly cloudy throughout the day with rain.,rain
15/09/20,31.0,24.4,27.4,37.0,24.4,30.2,24.5,84.9,27.0,17.3,278.3,1008.2,59.3,9.2,231.2,20.0,9,0.93,3,Partly cloudy throughout the day with rain.,rain
16/09/20,32.6,25.0,28.6,38.7,25.0,32.2,24.7,81.2,32.4,17.8,270.6,1007.2,55.3,9.7,204.5,17.7,7,0.96,3,Partly cloudy throughout the day with early morning rain.,rain
17/09/20,33.0,25.0,28.0,40.0,25.0,30.9,24.8,84.2,33.1,19.2,269.3,1004.5,56.9,9.2,151.7,13.2,7,0.0,3,Partly cloudy throughout the day with late afternoon rain.,rain
18/09/20,30.4,25.0,27.1,38.0,25.0,29.9,25.6,91.5,42.8,29.3,235.7,1003.2,77.0,9.6,122.4,10.5,6,0.03,3,Partly cloudy throughout the day with rain.,rain
19/09/20,30.0,23.0,25.3,37.4,23.0,26.6,24.5,95.4,36.7,18.4,188.2,1007.4,68.1,8.4,116.5,10.0,7,0.06,3,Partly cloudy throughout the day with rain.,rain
20/09/20,32.0,24.0,26.9,38.3,24.0,29.4,24.7,89.1,50.0,26.3,266.3,1009.3,64.7,9.5,181.8,15.8,7,0.1,3,Partly cloudy throughout the day with rain.,rain
21/09/20,33.1,24.4,27.9,40.9,24.4,31.3,25.6,88.6,26.3,20.4,344.7,1008.2,61.0,8.0,256.3,22.0,9,0.13,3,Partly cloudy throughout the day with early morning rain.,rain
22/09/20,33.5,25.0,28.3,40.0,25.0,31.8,25.4,86.0,20.5,23.7,193.2,1007.9,57.0,8.5,212.4,18.3,8,0.16,3,Partly cloudy throughout the day with rain.,rain
23/09/20,32.0,24.0,27.0,38.3,24.0,29.1,24.6,87.9,25.2,14.8,238.5,1008.7,57.0,9.0,218.6,18.8,8,0.2,3,Partly cloudy throughout the day with early morning rain.,rain
24/09/20,33.4,25.0,27.6,40.9,25.0,30.2,25.1,87.8,29.9,18.4,251.2,1009.6,52.3,8.7,226.5,19.7,8,0.25,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
25/09/20,32.6,24.0,28.1,41.5,24.0,31.4,25.4,86.7,48.2,26.5,305.8,1008.4,48.8,9.1,197.9,17.1,8,0.27,3,Partly cloudy throughout the day with early morning rain.,rain
26/09/20,31.0,24.2,27.3,39.1,24.2,30.9,25.3,89.0,36.0,23.4,302.6,1007.5,58.6,9.5,187.5,16.4,8,0.3,3,Partly cloudy throughout the day with late afternoon rain.,rain
